,INPUT 1- Gender,INPUT 2- Age,Current Studying,Percentage Marks,Foreign Languages Known,Dont want to be?,Hobbies,PARAM 1,PARAM 2,PARAM 3,PARAM 4,PARAM 5,PARAM 6,PARAM 7,PARAM 8,PARAM 9,PARAM 10,PARAM 11,PARAM 12,PARAM 13,PARAM 14,PARAM 15,PARAM 16,OUTPUT 1,OUTPUT 2,OUTPUT 3,OUTPUT 4,OUTPUT 5,OUTPUT 6,OUTPUT 7,OUTPUT 8,OUTPUT 9,OUTPUT 10,OUTPUT 11,OUTPUT 12,OUTPUT 13,OUTPUT 14,OUTPUT 15,OUTPUT 16,OUTPUT 17,OUTPUT 18,OUTPUT 19,OUTPUT 20,OUTPUT 35,OUTPUT 36,OUTPUT 37,OUTPUT 38,OUTPUT 39,OUTPUT 40,OUTPUT 41,OUTPUT 21,OUTPUT 22,OUTPUT 23,OUTPUT 24,OUTPUT 25,OUTPUT 26,OUTPUT 27,OUTPUT 28,OUTPUT 29,OUTPUT 30,OUTPUT 31,OUTPUT 32,OUTPUT 33,OUTPUT 34,OUTPUT 42,OUTPUT 43,OUTPUT 44,OUTPUT 45,OUTPUT 46,OUTPUT 47,OUTPUT 48,OUTPUT 49,OUTPUT 50,OUTPUT 51,OUTPUT 52,OUTPUT 53,OUTPUT 54,OUTPUT 55,OUTPUT 56,OUTPUT 57,,,,,,,,,,,,,,,
52,Female,19.9,Mechanical engineering,60.78%,Learnt some basics of German while I was in school,I dont want anyone to copy my ideas or designs ,"Painting, handycraft, graphic designing ",66,66,77,33,71,60,80,40,20,20,30,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.39,0.31,0.42,0.31,0.29,0.31,0.42,0.36,0.37,0.32,0.23,0.28,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Female,20.2,Mechanical Engineering ,60%,-,-,Playing volleyball. Learning New things,44,22,33,33,71,60,80,20,40,40,80,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.13,0.18,0.17,0.5,0.29,0.52,0.16,0.5,0.5,0.25,0.15,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Female,19.8,Computer engineering 3rd year,66,,,"New language are learning related to computer ,new thigns to learn about computers",44,55,55,11,14,40,100,40,10,20,60,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.27,0.18,0.16,0.23,0.16,0.24,0.28,0.26,0.29,0.25,0.13,0.19,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Female,19.6, 3rd year computer engineering,78%,,Entrepreneur,"Reading ,watching movie",11,66,66,22,57,60,40,50,30,50,80,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.25,0.14,0.24,0.32,0.27,0.32,0.38,0.37,0.39,0.26,0.15,0.29,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Female,19.1,BE 3rd Year (CE),75.69%,,,"Cricket,
Photo Editing,
",22,44,44,22,42,100,60,50,20,70,90,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.12,0.09,0.12,0.47,0.23,0.47,0.16,0.49,0.5,0.16,0.14,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Female,20.1,Computer Engineering (5th sem),,,,"Singing,trying new things, learning new things as well.",33,55,77,100,42,40,60,50,20,20,80,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.4,0.36,0.41,0.1,0.38,0.1,0.55,0.1,0.08,0.41,0.2,0.15,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Female,19.11,BE 3rd year Computer Engineering,74.15 in 4th semester,Japnese,No,Dancing,55,66,88,55,28,40,60,30,40,20,90,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.47,0.39,0.45,0.11,0.3,0.09,0.5,0.11,0.08,0.37,0.25,0.12,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Male,20.2,5th sem mechanical,65%,,,Design field,44,22,77,0,42,60,100,30,20,60,90,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.2,0.12,0.23,0.42,0.1,0.41,0.23,0.37,0.4,0.15,0.08,0.39,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Female,19.3,Computer Engineering (3rd yr.),73.84(2nd yr),not yet,if i am not get job then i would like to come in counseling.,"no as such hobby, ",0,44,33,44,57,80,80,50,10,50,90,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.13,0.13,0.14,0.46,0.29,0.47,0.19,0.48,0.48,0.21,0.16,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Female,21.3,7th sem BE,58.33,NO,,"Cooking,playing outdoor game",11,55,33,44,14,80,140,20,10,40,80,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.15,0.07,0.07,0.32,0.28,0.34,0.23,0.39,0.41,0.2,0.17,0.37,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Female,21,B. E ,52,,,My hobbies are singing and dancing.  Well I am interested in leadership more. ,66,55,88,66,57,60,80,40,20,10,80,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.45,0.37,0.53,0.2,0.35,0.18,0.52,0.2,0.19,0.36,0.26,0.23,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Female,19.9,Engineering,65,,,"Writing, dancing,sketching,painting",55,55,0,77,14,20,20,30,60,10,60,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.37,0.44,0.29,0.22,0.45,0.23,0.31,0.26,0.25,0.45,0.33,0.26,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Female,19.7,BE 3rd year Mechanical ,,,,"Dancing, playing outdoor games, sketching, ",33,55,66,55,85,20,120,30,10,40,80,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,0.41,0.39,0.21,0.4,0.2,0.48,0.22,0.19,0.47,0.2,0.19,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Female,19,Mechanical engineering ,67,,,"Learning new things, cooking , dancing , crafts",100,55,66,88,57,80,80,40,20,40,80,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.49,0.45,0.6,0.2,0.4,0.2,0.52,0.23,0.21,0.41,0.29,0.28,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Female,19.6,Bachelor of Engineering ,8.2 ,,,,22,66,55,44,0,60,40,10,70,20,80,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.23,0.07,0.15,0.2,0.19,0.2,0.34,0.23,0.26,0.2,0.13,0.21,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Female,20,BE Mechanical,67%,,Looser,"Art,drawing,painting",11,77,22,33,42,40,80,20,40,20,90,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.22,0.22,0.1,0.33,0.39,0.35,0.27,0.41,0.41,0.35,0.22,0.31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Female,19.7,I am studying in engineering college,72,Recently started learning french,,"Reading novels,listening music",55,66,88,44,71,60,20,50,40,40,70,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.39,0.29,0.43,0.29,0.29,0.28,0.46,0.33,0.33,0.31,0.21,0.27,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Female,19.6,Engineering,,,,"Management work , net surfing, making friends",88,55,77,11,28,60,40,30,50,70,70,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.4,0.28,0.39,0.31,0.19,0.29,0.34,0.33,0.36,0.25,0.23,0.27,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Female,18.1,5th sem engineering ,60%,,,"Yoga,business",66,55,77,88,71,60,40,30,50,20,80,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.46,0.41,0.56,0.2,0.41,0.19,0.55,0.21,0.2,0.41,0.27,0.24,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Female,19.7,3rd year mechanical engineering,74.5%,Basic spanish,,"Interested in psychology,always in a state of updating my current knowledge",88,44,33,55,85,100,100,30,20,50,90,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.33,0.41,0.46,0.44,0.43,0.43,0.29,0.45,0.42,0.36,0.28,0.52,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Female,19.8,5TH SEM MECHANICAL,60%,,,"DANCING,SINGING,READING,MAKING CRAFTS",44,77,77,33,85,40,20,70,20,10,80,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.37,0.31,0.33,0.29,0.35,0.29,0.46,0.35,0.33,0.4,0.2,0.23,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Female,19.1,3rd Year Mechanical Engineering,70%,,slave,"administration 
defence,
Hobbies- like to study ,sleep as well",33,55,33,22,28,80,80,40,20,20,60,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.16,0.09,0.1,0.39,0.31,0.4,0.21,0.47,0.49,0.23,0.18,0.41,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Female,17.3,12th Science,72%,German,Engineer ,"Biology, Mountaineering, Writing, Travelling",11,66,88,66,71,40,160,0,20,70,90,90,0,0,0,0,0.15,0.26,0.21,0.31,0.15,0.19,0.07,0.23,0.15,0.21,0.12,0.33,0.2,0.36,0.28,0.19,0.31,0.27,0.28,0.25,,,,,,,,0.4,0.41,0.34,0.4,0.18,0.39,0.14,0.55,0.17,0.13,0.41,0.24,0.16,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Female,19.7,B.E,60,No,No,Computer,0,77,55,22,71,100,80,20,40,10,80,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.23,0.12,0.23,0.36,0.32,0.36,0.39,0.44,0.46,0.26,0.15,0.37,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Female,20.1,BE Computer Engineering,82.15%,German (preliminary level),,"Reading novels, blogs, writing.",55,44,11,22,0,100,0,60,40,10,70,85,0,0,0,0,0.15,0.4,0.16,0.26,0.26,0.28,0.28,0.07,0.15,0.18,0.23,0.19,0.24,0.14,0.21,0.33,0.26,0.32,0.3,0.21,,,,,,,,0.23,0.19,0.15,0.15,0.47,0.21,0.47,0.1,0.48,0.51,0.15,0.23,0.51,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Female,20.8,third year B.COM,60%,,,,22,44,55,44,14,20,40,60,20,50,90,45,0,0,0,0,0.24,0.33,0.2,0.4,0.24,0.24,0.31,0.22,0.25,0.19,0.21,0.34,0.32,,0.33,,0.4,,,0.18,,,,,,,,0.25,0.27,0.23,0.17,0.24,0.11,0.24,0.25,0.19,0.21,0.23,0.12,0.21,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Female,19.5,B.E. in E&TC (5th sem) ,70%,,,"Drawing, cooking, watching movies, talking with friends",22,22,66,33,28,80,60,50,20,60,90,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.18,0.09,0.21,0.36,0.11,0.37,0.25,0.32,0.34,0.13,0.07,0.4,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Female,19.8,B.E in E&TC (5th sem),60%,,,"Drawing ,watching movies,talking with friends,listening music",88,66,66,33,0,60,120,20,20,50,80,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.4,0.25,0.35,0.23,0.17,0.21,0.35,0.24,0.28,0.24,0.24,0.21,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Female,20.1,3rd year engineering ,,,,,88,77,77,66,14,60,80,50,10,30,80,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.47,0.34,0.48,0.11,0.31,0.1,0.51,0.12,0.12,0.34,0.28,0.16,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Female,19.11,Mechanical engineering 3 Rd year ,72%,Basic Jermaine ,,Modeling fathion designing cooking ,88,33,55,22,57,60,40,50,30,30,80,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.33,0.33,0.41,0.4,0.17,0.41,0.25,0.38,0.4,0.25,0.17,0.39,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Female,20.4,BE,60%,,,Learning new things,77,66,55,55,14,60,120,40,0,50,80,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.41,0.31,0.41,0.14,0.28,0.12,0.42,0.14,0.15,0.32,0.25,0.18,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Female,19.8,Be 3rd year,68,,,Reading books,44,66,33,11,71,80,100,20,30,40,80,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.18,0.15,0.16,0.46,0.39,0.47,0.25,0.56,0.57,0.31,0.21,0.45,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Female,19.1,BE 3rd year(ENTC),66.37%,,,,22,55,33,33,42,20,80,30,30,10,70,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.23,0.27,0.12,0.32,0.33,0.34,0.24,0.39,0.39,0.35,0.19,0.29,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Female,18.8,Cummins college of engineering for women,,No,,Kho-kho,88,55,44,33,71,60,60,20,50,10,80,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.32,0.35,0.35,0.39,0.37,0.41,0.27,0.48,0.48,0.35,0.27,0.39,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Female,19.1,mechanical engineering ,my average percentage of total 4 semester is 75%,no,,i like organising events ,100,44,66,77,14,40,60,40,30,20,80,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.48,0.48,0.51,0.13,0.21,0.13,0.39,0.07,0.06,0.34,0.24,0.19,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Male,19.9,engineering,70,yes,entrepreneur,"reading books,listening music ,learning different languages",11,66,11,22,14,80,60,60,10,100,90,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.13,0.05,0.04,0.39,0.32,0.4,0.2,0.48,0.5,0.22,0.2,0.41,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Female,19.11,Engineering ,60%,,Entrepreneur,Writing / sports,88,33,44,66,28,20,60,0,70,80,20,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.4,0.52,0.4,0.27,0.31,0.27,0.26,0.21,0.2,0.39,0.28,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Female,19.1,B. E 3rd year,63,,,"Playing badminton, create craft",44,55,55,22,42,80,80,20,40,60,80,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.23,0.12,0.21,0.31,0.23,0.32,0.32,0.36,0.39,0.23,0.12,0.32,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Female,19.8,Computer engineering 3rd year,,,,astrology,44,55,77,33,42,60,20,30,60,50,80,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.27,0.14,0.25,0.27,0.22,0.27,0.38,0.31,0.32,0.24,0.13,0.26,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Female,19.7,Engeneering,,,,"Playing chess, watching hollywood movies",66,55,66,66,42,60,100,0,50,30,80,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.4,0.34,0.47,0.17,0.33,0.16,0.47,0.18,0.18,0.35,0.23,0.22,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Female,19.6,BE,63%,,,,55,22,77,33,42,40,60,40,30,30,90,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.36,0.34,0.36,0.33,0.12,0.32,0.28,0.25,0.26,0.24,0.16,0.3,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Female,19.9,BE ETC 3rd year,64.92,,Entrepreneur ,"Listening music 
Travelling
To gain knowledge about different things",88,44,88,66,14,40,0,80,20,40,70,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.48,0.44,0.5,0.14,0.18,0.12,0.41,0.06,0.05,0.31,0.23,0.17,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Female,20.1,"Cummins College of Engineering for Women, Nagpur",64%,,"Dependent on someone/my parents even after 4 years down the lane ; a depressed employee at some low-paying, unsatisfactory job and most importantly, unhappy","As cliché as it may sound, I absolutely love reading and always have since I was a mere 4 year old ; love dancing - makes me feel happy and the art of dance is pretty mesmerizing ; love cooking as a hobby which means I rarely do it but enjoy whenever I do ; love giving speeches and hosting events and debating ",66,33,100,66,85,60,20,30,60,50,80,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.45,0.41,0.59,0.33,0.31,0.29,0.48,0.25,0.22,0.33,0.25,0.33,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Male,20.2,BE in electronics and telecommunications ,65,Learning French ,Politician ,"Bike riding, travelling, watching reality shows,cooking,playing outdoor games ",33,33,66,66,42,80,100,20,30,60,70,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.25,0.2,0.33,0.26,0.24,0.25,0.38,0.2,0.2,0.24,0.13,0.34,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Male,21.3,B.E Computer Engineering,65.12,,Someone who works 9:00 to 7:00 at a desk job.,"Reading, Designing, Travel and Art",33,77,33,44,14,60,120,30,10,60,70,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.21,0.09,0.09,0.31,0.32,0.31,0.27,0.37,0.39,0.26,0.24,0.31,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Female,19.11,Computer Engineering ,68%,,No,"Arts, Sports ",44,44,44,22,85,60,80,30,30,60,90,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.16,0.2,0.2,0.5,0.32,0.52,0.2,0.53,0.53,0.28,0.16,0.48,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Female,20.1,TE E&TC Engineering,First class,Learning Japanese,,"Aeronautics, Aerospace, Electronics",44,77,33,44,85,100,80,20,40,30,90,65,0,0,0,0,0.15,0.32,,0.22,0.04,0.36,0.13,0.12,0.14,0.17,,0.32,0.12,0.33,0.33,0.3,0.22,,0.21,0.16,,,,0.23,0.27,0.12,,0.38,0.23,0.19,0.21,0.45,0.47,0.45,0.33,0.56,0.55,0.36,0.25,0.47,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Female,20.3,Mechanical Engineering,71.6,No,,Playing badminton,33,44,22,0,14,80,100,20,30,60,80,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.08,0.05,0.05,0.46,0.19,0.49,0.09,0.5,0.53,0.14,0.12,0.48,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Female,18.8,BE 3rd year,60,,,"Creativity
Collections of  thoughts given by great persons.",44,66,55,22,71,80,60,30,40,60,80,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.25,0.16,0.25,0.36,0.3,0.36,0.36,0.42,0.44,0.29,0.16,0.34,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Female,22.6,Cummins college of engineering Nagpur ,57.68%,,,Drawing,66,77,33,55,57,80,120,30,10,90,90,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.33,0.34,0.37,0.29,0.49,0.3,0.38,0.38,0.36,0.41,0.29,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Female,19,BE,60,,"Loyar , teacher","Skit , playing kho-kho ,acting , dancing ",33,44,33,11,14,60,80,30,30,30,90,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.11,0.07,0.07,0.43,0.18,0.44,0.11,0.43,0.46,0.15,0.14,0.42,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Female,19.4,BE,67%,Currently I'm learning korean,,,22,55,100,66,42,40,140,30,0,20,80,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.4,0.31,0.38,0.13,0.31,0.1,0.53,0.11,0.08,0.35,0.2,0.13,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Female,21,BE,,,,,55,77,44,33,28,60,60,30,40,30,50,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.28,0.23,0.23,0.32,0.33,0.34,0.28,0.4,0.42,0.3,0.24,0.32,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Male,16.7,"Science, PCMB, first year junior college (11th grade)",89.6% in 10th CBSE board exams,"German, Japanese",,"biology, zoology, sports medicine",33,77,0,66,57,60,120,20,20,100,90,85,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.25,0.24,0.24,0.35,0.56,0.34,0.37,0.41,0.39,0.43,0.32,0.38,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Female,19.7,BE 3rd year,76.62,No,,"Dance,Acting,bike riding,travelling",88,77,55,77,42,40,20,30,60,40,80,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.52,0.5,0.51,0.11,0.39,0.11,0.51,0.13,0.12,0.47,0.3,0.14,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Male,19.1,"SRES,COE",70,none,A teacher,"Reading manga's, playing football, programming language",22,44,22,88,14,40,100,20,30,60,80,80,0,0,0,0,0.16,0.34,,0.34,0.33,0.08,0.18,0.16,0.19,0.06,,0.27,0.34,0.18,0.23,0.21,0.34,,0.27,0.33,,,,0.16,0.21,0.5,,0.41,0.25,0.29,0.21,0.25,0.36,0.25,0.28,0.21,0.2,0.33,0.24,0.31,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Male,16.7,12th,95,no,,"badminton, gyming, watching movies",33,44,88,55,71,80,80,50,10,50,80,65,0,0,0,0,0.16,0.43,0.19,0.36,0.15,0.11,0.2,0.17,0.13,0.3,0.19,0.32,0.32,0.16,0.27,0.25,0.36,,0.11,0.18,,,,,,,,0.24,0.31,0.23,0.4,0.31,0.27,0.27,0.44,0.25,0.23,0.26,0.17,0.34,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Female,19.11,3rd year BE,-,-,,Singing Table Tennis ,55,44,66,22,14,40,40,60,20,40,70,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.34,0.29,0.29,0.28,0.08,0.27,0.25,0.23,0.25,0.21,0.16,0.24,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Female,20.7,BE Third Year,52%,,,Reading news paper and Dancing,66,44,33,33,42,60,60,0,70,10,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.23,0.26,0.25,0.42,0.25,0.44,0.16,0.44,0.45,0.24,0.2,0.44,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Male,18.6,12th passed,68% aggregate,,,Computers,100,33,55,66,28,80,80,40,20,60,70,60,0,0,0,0,0.13,0.63,,0.26,0.42,0.11,0.23,0.17,0.16,0.41,,0.29,0.38,,0.17,0.22,0.26,,,0.41,,,,0.23,,0.45,,0.28,0.41,0.38,0.5,0.26,0.23,0.24,0.35,0.19,0.2,0.28,0.24,0.33,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Male,14.11,10th,Appearing,,Arts,Playing taekwondo,100,44,44,44,28,80,100,40,10,30,90,70,0,0,0,0,0.24,0.6,,,0.33,,0.3,0.14,0.24,0.34,0.3,0.35,0.35,,0.28,0.33,0.29,,,0.36,,,,,,0.27,,0.27,0.31,0.31,0.32,0.41,0.22,0.41,0.18,0.4,0.41,0.23,0.27,0.44,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Male,17.5,12th STD arts,78,French,"Engineer, doctor","Tabla, football ",22,77,88,77,71,20,60,30,40,50,80,80,0,0,0,0,0.21,0.23,0.26,0.3,0.2,0.26,0.06,0.31,0.42,0.28,0.15,0.36,0.19,,0.26,0.2,0.3,,,0.25,0.24,,,,,,,0.44,0.46,0.41,0.43,0.16,0.43,0.13,0.6,0.16,0.13,0.47,0.27,0.13,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Male,15.3,High School,65%,,A Jobber or any kind of engineer.,Sports and electronics.,77,66,66,77,42,0,20,40,50,100,90,65,0,0,0,0,0.36,0.4,,,0.48,,0.09,0.33,0.37,0.42,0.12,0.4,0.18,,0.15,0.29,0.19,,,0.45,,,,,,0.54,,0.51,0.56,0.57,0.51,0.13,0.37,0.11,0.51,0.11,0.11,0.5,0.32,0.1,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Female,16,Fergusson College,96.8%,,scientist,"reading, dancing",22,44,77,0,71,20,60,50,20,90,80,90,0,0,0,0,0.23,0.31,0,0.41,0.03,0.31,0.34,0.18,0.4,0.28,0.24,0.29,0.27,,0.4,0.22,0.41,,,0.11,0.37,,,,,,,0.26,0.31,0.29,0.26,0.41,0.17,0.39,0.28,0.37,0.38,0.28,0.16,0.29,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Male,21.2,B.Tech Civil Engineering,76,,,,22,44,66,55,0,80,40,70,10,70,80,75,0,0,0,0,0.19,0.38,,0.35,0.29,0.12,0.17,0.14,0.17,0.19,,0.24,0.29,0.16,0.19,0.2,0.35,,0.14,0.19,,,,0.17,0.2,0.39,,0.22,0.25,0.12,0.25,0.21,0.16,0.18,0.34,0.14,0.15,0.17,0.15,0.28,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Male,15.6,Xth Std,80%,,,,22,55,33,0,57,80,80,50,10,20,90,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.15,0.12,0.12,0.48,0.35,0.48,0.21,0.57,0.58,0.25,0.2,0.45,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Female,20.1,third year (engineering),72,not yet,egoistic.,"singing,cooking,making quotes,laughter club,making people happy(spread joy)",55,55,88,11,28,60,80,40,20,10,80,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.36,0.21,0.35,0.3,0.18,0.29,0.36,0.32,0.35,0.22,0.2,0.26,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
